ApplicantID,Age,AnnualIncome,EmploymentType,CreditScore,LoanAmount,LoanTermMonths,NumExistingLoans,HomeOwnership,MaritalStatus,LoanPurpose,DebtToIncomeRatio,LoanDefault
LN6970,36,44747.5,Salaried,550.0,15277.18,24,1,Own,Single,Medical,0.282,0
LN6971,34,49788.43,Unemployed,563.0,18652.68,24,1,Mortgage,Married,Education,0.486,1
LN6972,25,34949.68,Business Owner,720.0,12136.52,24,2,Own,Single,Home Improvement,0.366,0
LN6973,61,81007.45,Business Owner,666.0,20040.74,24,1,Rent,Married,Business,0.201,0
LN6974,46,51452.49,Salaried,572.0,13933.83,24,0,Rent,Married,Medical,0.29,1
LN6975,48,38104.08,Business Owner,597.0,14676.39,36,1,Rent,Married,Debt Consolidation,0.476,0
LN6976,22,58232.1,Business Owner,768.0,2313.17,12,1,Mortgage,Divorced,Business,0.047,0
LN6977,26,47231.47,Salaried,734.0,6725.54,12,1,Mortgage,Married,Debt Consolidation,0.164,0
LN6978,29,20600.83,Unemployed,549.0,6736.53,36,2,Own,Married,Home Improvement,0.284,1
LN6979,53,58132.28,Salaried,755.0,15211.38,36,1,Rent,Single,Home Improvement,0.295,0
LN6980,61,29444.04,Salaried,643.0,28652.59,36,1,Rent,Divorced,Medical,1.151,0
LN6981,45,78214.78,Salaried,722.0,12443.47,36,0,Mortgage,Single,Business,0.173,0
LN6982,33,43439.53,Self-Employed,635.0,22225.13,48,2,Rent,Divorced,Other,0.638,1
LN6983,29,72405.33,Self-Employed,757.0,19711.38,36,0,Own,Single,Business,0.255,0
LN6984,33,35770.93,Salaried,546.0,14529.5,36,3,Mortgage,Single,Other,0.374,1
LN6985,51,50765.11,Unemployed,627.0,18852.22,60,1,Rent,Married,Home Improvement,0.459,1
LN6986,61,89780.38,Salaried,759.0,15484.06,48,1,Mortgage,Single,Debt Consolidation,0.192,0
LN6987,31,42851.32,Salaried,435.0,12266.55,36,3,Mortgage,Married,Other,0.229,1
LN6988,24,36482.63,Salaried,646.0,16892.89,36,1,Own,Single,Other,0.452,0
LN6989,54,68017.5,Self-Employed,615.0,31824.09,24,0,Rent,Divorced,Medical,0.575,0
LN6990,58,67361.63,Unemployed,712.0,17741.28,36,1,Rent,Married,Education,0.214,0
LN6991,24,37258.13,Self-Employed,646.0,15226.35,60,1,Rent,Married,Home Improvement,0.328,0
LN6992,58,18165.32,Business Owner,716.0,7891.41,36,1,Rent,Single,Other,0.409,0
LN6993,39,36133.96,Salaried,672.0,31242.2,60,0,Mortgage,Single,Home Improvement,1.087,0
LN6994,26,68780.79,Salaried,654.0,5743.19,36,1,Mortgage,Married,Medical,0.104,0
LN6995,54,33272.38,Salaried,619.0,4799.96,60,2,Rent,Single,Debt Consolidation,0.153,0
LN6996,38,48753.44,Salaried,669.0,16695.2,36,1,Mortgage,Single,Business,0.369,0
LN6997,33,35286.56,Salaried,646.0,7875.75,12,1,Rent,Married,Home Improvement,0.216,0
LN6998,61,18655.88,Self-Employed,575.0,25679.79,36,1,Rent,Married,Medical,1.269,1
LN6999,43,34970.47,Salaried,614.0,4864.78,24,3,Rent,Single,Medical,0.168,1
